"Gene.stable.ID"	"Gene.name"	"Gene.name.uniq"	"in.dataset"	"ZFIN.ID"	"Gene.description"
"21741"	"ENSDARG00000019135"	"ankef1a"	"ankef1a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-041001-196\")"	"ankyrin repeat and EF-hand domain containing 1a [Source:ZFIN;Acc:ZDB-GENE-041001-196]"
"21753"	"ENSDARG00000030573"	"nudt1"	"nudt1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-2757\")"	"nudix (nucleoside diphosphate linked moiety X)-type motif 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2757]"
"21799"	"ENSDARG00000056722"	"cd99l2"	"cd99l2"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-1986\")"	"CD99 molecule-like 2 [Source:ZFIN;Acc:ZDB-GENE-030131-1986]"
"21805"	"ENSDARG00000020609"	"snap25a"	"snap25a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-980526-468\")"	"synaptosomal-associated protein, 25a [Source:ZFIN;Acc:ZDB-GENE-980526-468]"
"21817"	"ENSDARG00000079336"	"si:ch211-150j10.4"	"si:ch211-150j10.4"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-110411-215\")"	"si:ch211-150j10.4 [Source:ZFIN;Acc:ZDB-GENE-110411-215]"
"21829"	"ENSDARG00000102624"	"kif22"	"kif22"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-080204-34\")"	"kinesin family member 22 [Source:ZFIN;Acc:ZDB-GENE-080204-34]"
"21837"	"ENSDARG00000004527"	"pin4"	"pin4"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050522-117\")"	"protein (peptidylprolyl cis/trans isomerase) NIMA-interacting, 4 (parvulin) [Source:ZFIN;Acc:ZDB-GENE-050522-117]"
"21844"	"ENSDARG00000061259"	"sost"	"sost"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-110411-139\")"	"sclerostin [Source:ZFIN;Acc:ZDB-GENE-110411-139]"
"21855"	"ENSDARG00000033144"	"psme2"	"psme2"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-991110-16\")"	"proteasome activator subunit 2 [Source:ZFIN;Acc:ZDB-GENE-991110-16]"
"21856"	"ENSDARG00000034409"	"pik3r3b"	"pik3r3b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-743\")"	"phosphoinositide-3-kinase, regulatory subunit 3b (gamma) [Source:ZFIN;Acc:ZDB-GENE-040426-743]"
"21884"	"ENSDARG00000023299"	"snu13b"	"snu13b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-9670\")"	"SNU13 homolog, small nuclear ribonucleoprotein b (U4/U6.U5) [Source:ZFIN;Acc:ZDB-GENE-030131-9670]"
"21906"	"ENSDARG00000030694"	"atp6v1e1b"	"atp6v1e1b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-020419-11\")"	"ATPase, H+ transporting, lysosomal, V1 subunit E1b [Source:ZFIN;Acc:ZDB-GENE-020419-11]"
"21919"	"ENSDARG00000060041"	"lig1"	"lig1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-110404-2\")"	"ligase I, DNA, ATP-dependent [Source:ZFIN;Acc:ZDB-GENE-110404-2]"
"21922"	"ENSDARG00000068678"	"iqcg"	"iqcg"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050419-109\")"	"IQ motif containing G [Source:ZFIN;Acc:ZDB-GENE-050419-109]"
"21925"	"ENSDARG00000096045"	"si:ch73-263o4.4"	"si:ch73-263o4.4"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-110914-210\")"	"si:ch73-263o4.4 [Source:ZFIN;Acc:ZDB-GENE-110914-210]"
"21931"	"ENSDARG00000058371"	"krt5"	"krt5"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-991110-23\")"	"keratin 5 [Source:ZFIN;Acc:ZDB-GENE-991110-23]"
"21932"	"ENSDARG00000038793"	"ccdc24"	"ccdc24"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050327-18\")"	"coiled-coil domain containing 24 [Source:ZFIN;Acc:ZDB-GENE-050327-18]"
"21947"	"ENSDARG00000008310"	"ip6k2a"	"ip6k2a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-760\")"	"inositol hexakisphosphate kinase 2a [Source:ZFIN;Acc:ZDB-GENE-030131-760]"
"21959"	"ENSDARG00000103919"	"si:ch73-1a9.3"	"si:ch73-1a9.3"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-141216-84\")"	"si:ch73-1a9.3 [Source:ZFIN;Acc:ZDB-GENE-141216-84]"
"21960"	"ENSDARG00000093549"	"sepp1a"	"sepp1a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030311-1\")"	"selenoprotein P, plasma, 1a [Source:ZFIN;Acc:ZDB-GENE-030311-1]"
"21962"	"ENSDARG00000078389"	"si:dkey-188i13.7"	"si:dkey-188i13.7"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-090312-190\")"	"si:dkey-188i13.7 [Source:ZFIN;Acc:ZDB-GENE-090312-190]"
"21974"	"ENSDARG00000054334"	"dctpp1"	"dctpp1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-1741\")"	"dCTP pyrophosphatase 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1741]"
"21976"	"ENSDARG00000018534"	"slc6a9"	"slc6a9"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050105-3\")"	"solute carrier family 6 (neurotransmitter transporter, glycine), member 9 [Source:ZFIN;Acc:ZDB-GENE-050105-3]"
"22007"	"ENSDARG00000078707"	"sema7a"	"sema7a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-3633\")"	"semaphorin 7A [Source:ZFIN;Acc:ZDB-GENE-030131-3633]"
"22018"	"ENSDARG00000014039"	"si:dkeyp-93d12.1"	"si:dkeyp-93d12.1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-041014-303\")"	"si:dkeyp-93d12.1 [Source:ZFIN;Acc:ZDB-GENE-041014-303]"
"22038"	"ENSDARG00000035563"	"znf703"	"znf703"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-010717-1\")"	"zinc finger protein 703 [Source:ZFIN;Acc:ZDB-GENE-010717-1]"
"22062"	"ENSDARG00000070404"	"fam212ab"	"fam212ab"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-5539\")"	"family with sequence similarity 212, member Ab [Source:ZFIN;Acc:ZDB-GENE-030131-5539]"
"22076"	"ENSDARG00000011934"	"gyg1a"	"gyg1a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-2910\")"	"glycogenin 1a [Source:ZFIN;Acc:ZDB-GENE-040426-2910]"
"22089"	"ENSDARG00000014867"	"rpl8"	"rpl8"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-1670\")"	"ribosomal protein L8 [Source:ZFIN;Acc:ZDB-GENE-040426-1670]"
"22114"	"ENSDARG00000011926"	"tpgs2"	"tpgs2"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040704-49\")"	"tubulin polyglutamylase complex subunit 2 [Source:ZFIN;Acc:ZDB-GENE-040704-49]"
"22116"	"ENSDARG00000102366"	"micall2a"	"micall2a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-5409\")"	"mical-like 2a [Source:ZFIN;Acc:ZDB-GENE-030131-5409]"
"22121"	"ENSDARG00000042533"	"gstm.1"	"gstm.1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030911-2\")"	"glutathione S-transferase mu, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-030911-2]"
"22132"	"ENSDARG00000093089"	"tac3a"	"tac3a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-090313-253\")"	"tachykinin 3a [Source:ZFIN;Acc:ZDB-GENE-090313-253]"
"22135"	"ENSDARG00000017673"	"nova2"	"nova2"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-080211-1\")"	"neuro-oncological ventral antigen 2 [Source:ZFIN;Acc:ZDB-GENE-080211-1]"
"22147"	"ENSDARG00000090386"	"cd3eap"	"cd3eap"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-101202-2\")"	"CD3e molecule, epsilon associated protein [Source:ZFIN;Acc:ZDB-GENE-101202-2]"
"22202"	"ENSDARG00000062187"	"kif14"	"kif14"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-5759\")"	"kinesin family member 14 [Source:ZFIN;Acc:ZDB-GENE-030131-5759]"
"22205"	"ENSDARG00000002344"	"tubb4b"	"tubb4b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-8625\")"	"tubulin, beta 4B class IVb [Source:ZFIN;Acc:ZDB-GENE-030131-8625]"
"22214"	"ENSDARG00000027740"	"adcyap1b"	"adcyap1b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-041010-89\")"	"adenylate cyclase activating polypeptide 1b [Source:ZFIN;Acc:ZDB-GENE-041010-89]"
"22221"	"ENSDARG00000060626"	"dgkaa"	"dgkaa"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-060616-305\")"	"diacylglycerol kinase, alpha a [Source:ZFIN;Acc:ZDB-GENE-060616-305]"
"22257"	"ENSDARG00000036628"	"cd74b"	"cd74b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-990910-10\")"	"CD74 molecule, major histocompatibility complex, class II invariant chain b [Source:ZFIN;Acc:ZDB-GENE-990910-10]"
"22291"	"ENSDARG00000043798"	"ms4a17a.1"	"ms4a17a.1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050417-307\")"	"membrane-spanning 4-domains, subfamily A, member 17A.1 [Source:ZFIN;Acc:ZDB-GENE-050417-307]"
"22295"	"ENSDARG00000007891"	"meox1"	"meox1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040718-149\")"	"mesenchyme homeobox 1 [Source:ZFIN;Acc:ZDB-GENE-040718-149]"
"22296"	"ENSDARG00000090428"	"ctrb1"	"ctrb1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-1171\")"	"chymotrypsinogen B1 [Source:ZFIN;Acc:ZDB-GENE-030131-1171]"
"22313"	"ENSDARG00000093546"	"ms4a17a.2"	"ms4a17a.2"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-070705-367\")"	"membrane-spanning 4-domains, subfamily A, member 17a.2 [Source:ZFIN;Acc:ZDB-GENE-070705-367]"
"22323"	"ENSDARG00000074754"	"si:dkey-188i13.9"	"si:dkey-188i13.9"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-090313-211\")"	"si:dkey-188i13.9 [Source:ZFIN;Acc:ZDB-GENE-090313-211]"
"22327"	"ENSDARG00000043802"	"ms4a17a.9"	"ms4a17a.9"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050320-79\")"	"membrane-spanning 4-domains, subfamily A, member 17A.9 [Source:ZFIN;Acc:ZDB-GENE-050320-79]"
"22336"	"ENSDARG00000078026"	"zcchc24"	"zcchc24"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-3573\")"	"zinc finger, CCHC domain containing 24 [Source:ZFIN;Acc:ZDB-GENE-030131-3573]"
"22357"	"ENSDARG00000094729"	"apela"	"apela"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-090313-116\")"	"apelin receptor early endogenous ligand [Source:ZFIN;Acc:ZDB-GENE-090313-116]"
"22380"	"ENSDARG00000093584"	"zgc:193505"	"zgc:193505"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-7103\")"	"zgc:193505 [Source:ZFIN;Acc:ZDB-GENE-030131-7103]"
"22422"	"ENSDARG00000035332"	"c10h21orf59"	"c10h21orf59"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040930-8\")"	"c10h21orf59 homolog (H. sapiens) [Source:ZFIN;Acc:ZDB-GENE-040930-8]"
"22440"	"ENSDARG00000074094"	"tgm2b"	"tgm2b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-2576\")"	"transglutaminase 2b [Source:ZFIN;Acc:ZDB-GENE-030131-2576]"
"22455"	"ENSDARG00000088638"	"BX927260.1"	"BX927260.1"	TRUE	"=HYPERLINK(\"https://zfin.org/\")"	""
"22463"	"ENSDARG00000020798"	"necap1"	"necap1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-1682\")"	"NECAP endocytosis associated 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1682]"
"22473"	"ENSDARG00000102349"	"cep55l"	"cep55l"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050522-222\")"	"centrosomal protein 55 like [Source:ZFIN;Acc:ZDB-GENE-050522-222]"
"22493"	"ENSDARG00000056248"	"si:dkey-183i3.5"	"si:dkey-183i3.5"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-8568\")"	"si:dkey-183i3.5 [Source:ZFIN;Acc:ZDB-GENE-030131-8568]"
"22497"	"ENSDARG00000069262"	"erich3"	"erich3"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-070209-295\")"	"glutamate-rich 3 [Source:ZFIN;Acc:ZDB-GENE-070209-295]"
"22498"	"ENSDARG00000012030"	"dnaaf1"	"dnaaf1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-031114-4\")"	"dynein, axonemal, assembly factor 1 [Source:ZFIN;Acc:ZDB-GENE-031114-4]"
"22499"	"ENSDARG00000101199"	"rbp4"	"rbp4"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-000210-19\")"	"retinol binding protein 4, plasma [Source:ZFIN;Acc:ZDB-GENE-000210-19]"
"22501"	"ENSDARG00000021140"	"pabpc1b"	"pabpc1b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050308-1\")"	"poly A binding protein, cytoplasmic 1 b [Source:ZFIN;Acc:ZDB-GENE-050308-1]"
"22523"	"ENSDARG00000027234"	"ift88"	"ift88"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-574\")"	"intraflagellar transport 88 homolog [Source:ZFIN;Acc:ZDB-GENE-030131-574]"
"22524"	"ENSDARG00000052000"	"cav2"	"cav2"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040625-164\")"	"caveolin 2 [Source:ZFIN;Acc:ZDB-GENE-040625-164]"
"22541"	"ENSDARG00000075151"	"si:dkey-188i13.10"	"si:dkey-188i13.10"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-090313-208\")"	"si:dkey-188i13.10 [Source:ZFIN;Acc:ZDB-GENE-090313-208]"
"22543"	"ENSDARG00000010717"	"chchd10"	"chchd10"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-1753\")"	"coiled-coil-helix-coiled-coil-helix domain containing 10 [Source:ZFIN;Acc:ZDB-GENE-040426-1753]"
"22572"	"ENSDARG00000032623"	"rcan3"	"rcan3"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040718-445\")"	"regulator of calcineurin 3 [Source:ZFIN;Acc:ZDB-GENE-040718-445]"
"22575"	"ENSDARG00000096242"	"si:ch211-76l23.4"	"si:ch211-76l23.4"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-8310\")"	"si:ch211-76l23.4 [Source:ZFIN;Acc:ZDB-GENE-030131-8310]"
"22607"	"ENSDARG00000069920"	"cox17"	"cox17"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040912-91\")"	"COX17 cytochrome c oxidase copper chaperone [Source:ZFIN;Acc:ZDB-GENE-040912-91]"
"22628"	"ENSDARG00000002988"	"tnnt2d"	"tnnt2d"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050626-97\")"	"troponin T2d, cardiac [Source:ZFIN;Acc:ZDB-GENE-050626-97]"
"22634"	"ENSDARG00000055644"	"prss60.2"	"prss60.2"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050320-109\")"	"protease, serine, 60.2 [Source:ZFIN;Acc:ZDB-GENE-050320-109]"
"22651"	"ENSDARG00000003938"	"rpa1"	"rpa1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030912-3\")"	"replication protein A1 [Source:ZFIN;Acc:ZDB-GENE-030912-3]"
"22652"	"ENSDARG00000036995"	"lsm6"	"lsm6"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040625-50\")"	"LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:ZFIN;Acc:ZDB-GENE-040625-50]"
"22659"	"ENSDARG00000102228"	"si:dkey-171c9.3"	"si:dkey-171c9.3"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-141216-372\")"	"si:dkey-171c9.3 [Source:ZFIN;Acc:ZDB-GENE-141216-372]"
"22664"	"ENSDARG00000034855"	"ccnb3"	"ccnb3"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-060929-684\")"	"cyclin B3 [Source:ZFIN;Acc:ZDB-GENE-060929-684]"
"22675"	"ENSDARG00000096913"	"BX005129.1"	"BX005129.1"	TRUE	"=HYPERLINK(\"https://zfin.org/\")"	""
"22697"	"ENSDARG00000086272"	"si:dkey-4p15.5"	"si:dkey-4p15.5"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-121214-193\")"	"si:dkey-4p15.5 [Source:ZFIN;Acc:ZDB-GENE-121214-193]"
"22754"	"ENSDARG00000056720"	"utp3"	"utp3"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040912-163\")"	"UTP3, small subunit (SSU) processome component, homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-040912-163]"
"22783"	"ENSDARG00000069100"	"aldh9a1a.1"	"aldh9a1a.1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-1257\")"	"aldehyde dehydrogenase 9 family, member A1a, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-030131-1257]"
"22796"	"ENSDARG00000044132"	"ogn"	"ogn"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050208-650\")"	"osteoglycin [Source:ZFIN;Acc:ZDB-GENE-050208-650]"
"22803"	"ENSDARG00000095938"	"CT998556.1"	"CT998556.1"	TRUE	"=HYPERLINK(\"https://zfin.org/\")"	""
"22835"	"ENSDARG00000042977"	"nfil3"	"nfil3"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040822-28\")"	"nuclear factor, interleukin 3 regulated [Source:ZFIN;Acc:ZDB-GENE-040822-28]"
"22836"	"ENSDARG00000012506"	"rnpep"	"rnpep"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040718-241\")"	"arginyl aminopeptidase (aminopeptidase B) [Source:ZFIN;Acc:ZDB-GENE-040718-241]"
"22840"	"ENSDARG00000094561"	"si:ch211-139a5.9"	"si:ch211-139a5.9"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-141222-100\")"	"si:ch211-139a5.9 [Source:ZFIN;Acc:ZDB-GENE-141222-100]"
"22850"	"ENSDARG00000104267"	"postnb"	"postnb"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-9120\")"	"periostin, osteoblast specific factor b [Source:ZFIN;Acc:ZDB-GENE-030131-9120]"
"22851"	"ENSDARG00000008808"	"eml2"	"eml2"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050706-71\")"	"echinoderm microtubule associated protein like 2 [Source:ZFIN;Acc:ZDB-GENE-050706-71]"
"22855"	"ENSDARG00000004232"	"dlb"	"dlb"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-980526-114\")"	"deltaB [Source:ZFIN;Acc:ZDB-GENE-980526-114]"
"22871"	"ENSDARG00000040110"	"kif20bb"	"kif20bb"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-9684\")"	"kinesin family member 20Bb [Source:ZFIN;Acc:ZDB-GENE-030131-9684]"
"22881"	"ENSDARG00000100558"	"slbp"	"slbp"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-9686\")"	"stem-loop binding protein [Source:ZFIN;Acc:ZDB-GENE-030131-9686]"
"22890"	"ENSDARG00000101201"	"si:dkey-207b20.2"	"si:dkey-207b20.2"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-141216-467\")"	"si:dkey-207b20.2 [Source:ZFIN;Acc:ZDB-GENE-141216-467]"
"22893"	"ENSDARG00000058557"	"il11b"	"il11b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-051019-2\")"	"interleukin 11b [Source:ZFIN;Acc:ZDB-GENE-051019-2]"
"22906"	"ENSDARG00000001975"	"hsd11b2"	"hsd11b2"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-6030\")"	"hydroxysteroid (11-beta) dehydrogenase 2 [Source:ZFIN;Acc:ZDB-GENE-030131-6030]"
"22917"	"ENSDARG00000075570"	"ide"	"ide"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-070410-85\")"	"insulin-degrading enzyme [Source:ZFIN;Acc:ZDB-GENE-070410-85]"
"22923"	"ENSDARG00000078781"	"si:ch211-161c3.6"	"si:ch211-161c3.6"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-131126-51\")"	"si:ch211-161c3.6 [Source:ZFIN;Acc:ZDB-GENE-131126-51]"
"22926"	"ENSDARG00000088116"	"gstm.3"	"gstm.3"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050309-24\")"	"glutathione S-transferase mu tandem duplicate 3 [Source:ZFIN;Acc:ZDB-GENE-050309-24]"
"22943"	"ENSDARG00000035852"	"cart3"	"cart3"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-120223-5\")"	"cocaine- and amphetamine-regulated transcript 3 [Source:ZFIN;Acc:ZDB-GENE-120223-5]"
"22963"	"ENSDARG00000056122"	"gdi1"	"gdi1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050522-504\")"	"GDP dissociation inhibitor 1 [Source:ZFIN;Acc:ZDB-GENE-050522-504]"
"22972"	"ENSDARG00000096684"	"CR382372.1"	"CR382372.1"	TRUE	"=HYPERLINK(\"https://zfin.org/\")"	""
"23002"	"ENSDARG00000026766"	"bcl2l10"	"bcl2l10"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030825-2\")"	"BCL2-like 10 (apoptosis facilitator) [Source:ZFIN;Acc:ZDB-GENE-030825-2]"
"23003"	"ENSDARG00000035333"	"mis18a"	"mis18a"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-091204-314\")"	"MIS18 kinetochore protein A [Source:ZFIN;Acc:ZDB-GENE-091204-314]"
"23015"	"ENSDARG00000069540"	"si:dkey-30c15.2"	"si:dkey-30c15.2"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-060503-543\")"	"si:dkey-30c15.2 [Source:ZFIN;Acc:ZDB-GENE-060503-543]"
"23025"	"ENSDARG00000044457"	"gfi1ab"	"gfi1ab"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040116-8\")"	"growth factor independent 1A transcription repressor b [Source:ZFIN;Acc:ZDB-GENE-040116-8]"
"23059"	"ENSDARG00000000529"	"ofd1"	"ofd1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-5427\")"	"oral-facial-digital syndrome 1 [Source:ZFIN;Acc:ZDB-GENE-030131-5427]"
"23062"	"ENSDARG00000075825"	"dlec1"	"dlec1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-091204-65\")"	"deleted in lung and esophageal cancer 1 [Source:ZFIN;Acc:ZDB-GENE-091204-65]"
"23070"	"ENSDARG00000032876"	"trit1"	"trit1"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-060503-297\")"	"tRNA isopentenyltransferase 1 [Source:ZFIN;Acc:ZDB-GENE-060503-297]"
"23093"	"ENSDARG00000030463"	"tppp3"	"tppp3"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-1909\")"	"tubulin polymerization-promoting protein family member 3 [Source:ZFIN;Acc:ZDB-GENE-040426-1909]"
"23103"	"ENSDARG00000011239"	"ppp1r14aa"	"ppp1r14aa"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050417-413\")"	"protein phosphatase 1, regulatory (inhibitor) subunit 14Aa [Source:ZFIN;Acc:ZDB-GENE-050417-413]"
"23113"	"ENSDARG00000038687"	"nfkb2"	"nfkb2"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-6701\")"	"nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100) [Source:ZFIN;Acc:ZDB-GENE-030131-6701]"
"23118"	"ENSDARG00000078552"	"grhl3"	"grhl3"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-9854\")"	"grainyhead-like transcription factor 3 [Source:ZFIN;Acc:ZDB-GENE-030131-9854]"
"23119"	"ENSDARG00000053563"	"ms4a17a.12"	"ms4a17a.12"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-080829-4\")"	"membrane-spanning 4-domains, subfamily A, member 17A.12 [Source:ZFIN;Acc:ZDB-GENE-080829-4]"
"23123"	"ENSDARG00000014274"	"rfc2"	"rfc2"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-050306-29\")"	"replication factor C (activator 1) 2 [Source:ZFIN;Acc:ZDB-GENE-050306-29]"
"23127"	"ENSDARG00000005993"	"prc1b"	"prc1b"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-040426-777\")"	"protein regulator of cytokinesis 1b [Source:ZFIN;Acc:ZDB-GENE-040426-777]"
"23129"	"ENSDARG00000089637"	"rnaseh2c"	"rnaseh2c"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-030131-2469\")"	"ribonuclease H2, subunit C [Source:ZFIN;Acc:ZDB-GENE-030131-2469]"
"23133"	"ENSDARG00000014024"	"ms4a17a.4"	"ms4a17a.4"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-070822-16\")"	"membrane-spanning 4-domains, subfamily A, member 17A.4 [Source:ZFIN;Acc:ZDB-GENE-070822-16]"
"23138"	"ENSDARG00000095695"	"ms4a17a.10"	"ms4a17a.10"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-080829-3\")"	"membrane-spanning 4-domains, subfamily A, member 17A.10 [Source:ZFIN;Acc:ZDB-GENE-080829-3]"
"23153"	"ENSDARG00000096849"	"si:dkey-16p21.8"	"si:dkey-16p21.8"	TRUE	"=HYPERLINK(\"https://zfin.org/ZDB-GENE-131121-428\")"	"si:dkey-16p21.8 [Source:ZFIN;Acc:ZDB-GENE-131121-428]"
